,Beer Names,Rating,Locations,Reviews,Users
332,Aslin Master of Oranges,3.9,"Herndon, Virginia","Draught @ Sori Taproom, Helsinki. Smooth, sweetish and slightly hoppy with some orange peel, juicy fruits and tropical notes, hints of grapefruit. Pretty good.",tiong
333,Davenports Top Brew Deluxe 2016,2.9,"Smethwick, West Midlands","På GBBF Winter 2020 i Birmingham. Delt med Rune. Mørk gylden. Lavt luftig skum. Aroma av malt & plommer. Smaken veldig søt frukt. Litt tungdrikkelig. Tørr, svakt alkoholisk avslutning.",Finn
334,Aslin Double Orange Starfish,4.0,"Herndon, Virginia","Draught @ Sori Taproom, Helsinki. Hoppy, herbal and tropical fruity with some pine, citrus, grass and floral notes. Quite hoppy and hints of hop burn. Good.",tiong
335,Aslin Grovestand,3.4,"Herndon, Virginia","Draught @ Sori Taproom, Helsinki. Herbal hoppy, stingy and creamy with loads of lactic notes, vanilla, hop burn and milky notes. A bit harsh.",tiong
336,Aslin Soaking the Dishes,3.8,"Herndon, Virginia","Draught @ Sori Taproom, Helsinki. Smooth, soft but also quite hop burnish and hoppy with some herbal notes, fruits, pine and citrus. Okay, a bit unbalanced",tiong
337,Thornbridge Fika,2.7,"Bakewell, Derbyshire",På GBBF Winter 2020 i Birmingham. Delt med Rune. Svart. Middels høyt mokkafarget skum som daler sakte. Litt lacing. Utpreget kaffearoma. Smaken bare kaffe. Kanskje litt sjokolade i avslutninga. Uvariert.,Finn
338,North Riding Vanilla Bourbon Stout,3.8,"Snainton, North Yorkshire",Really perfect balance of the vanilla and bourbon and roasted malts. Big body while remaining light and drinkable. GBBF Winter,bdleedahl
339,Poretti 6 Luppoli,2.3,"Lainate, Italy","[email protected], Tampere, Finland. Medium/strong, unbalanced nuances of vienna malts, caramel, some resin and German malts. Medium taste spectrum and medium aftertaste with caramel and some hops. Medium body with medium carbonation. Overall, clear bit alcohol forwarded product with nice basic bock nuances. 5 3 5 2 8",Turboninja
340,Fuerst Wiacek Space Jelly,3.7,"Berlin, Berlin","[email protected], Tampere, Finland. Medium, averagely balanced nuances of overaged mango, citrus, pine. High hops with balanced profile. No malts. Medium taste spectrum and long aftertaste with hoppy bitter fruits. Medium body with medium carbonation. Overall, high quality IPA without distinction. 7 3 8 4 15
",Turboninja
341,Beowulf Chocolate Porter,3.3,"Brownhills, Staffordshire",På GBBF Winter 2020 i Birmingham. Delt med Rune. Svart. Filmskum med litt farge. God sjokoladearoma. Smaken vanilje & melkesjokolade. Kakao i avslutninga. Tørr.,Finn
342,Gigantic Corpse Reviver #2,3.2,"Portland, Oregon","On tap at Fakin Craft Bar, Zagreb. Hazy golden, small creamy off-white head. Fruit, ripe fruit, stone fruit, apricot, peach, some cardboard, some acidity, very little alcohol. Some candy, some herbs, some pear. Flavour is sugary fruity candy, slightly harsh, somewhat astringent. Some alcohol. Seems like a strong cocktail, more than a sour.",hrabren
343,AleSmith Speedway Stout,4.0,"San Diego, California",Strong bold coffee flavor combined with heavy chocolate liquid.  Bitter roasted finish.  The body of the beer is strong and powerful.  The alcohol level is 12%!  Still very well done!,2OLD4BS
344,Fownes King Korvak's Saga ,3.7,"Gornal, Dudley, West Midlands",A really nice malty marris otter slight roast full body creamy beer. Real cask ale GBBF Winter,bdleedahl
345,Beowulf Wulf,2.6,"Brownhills, Staffordshire",På GBBF Winter 2020 i Birmingham. Delt med Rune. Gylden. 0 skum. Smørmaltaroma. Smaken mye smørmalt. Litt fersken. Lett tørr avslutning.,Finn
346,Maisel & Friends IPA,3.0,"Bayreuth, Bavaria","Golden colour, slightly opaque, small white head.
Smell is spicy bitterness, basil, mint, somewhat chemical.
Taste is bitter astringent, quite fresh, still with that rather chemical character. Medicinal, almost like glue. Not nice.",Bosskie
347,Irlbacher Premium Weihnachts-Festbier,3.8,"Irlbach, Bavaria","Ordentliche Schaumentwicklung mit relativ feinporiger Konsistenz. Farblich goldgelb und klar.
Riecht kräftig, würzig, leicht nussig.
Geschmacklich kräftig, süß im Grundton, malzig, würzig, nussig, mäßig gehopft.
Wirkt hochwertig und süffig.",Neururer1337
348,Fownes King Korvak's Saga ,3.4,"Gornal, Dudley, West Midlands",På GBBF Winter 2020 i Birmingham. Delt med Rune. Svart. Filmskum med litt farge. Aroma av sjokolade & nøtter. Smaken balansert. Røstet malt. Sjokolade. Pikant tørr avslutning. Kakao.,Finn
349,Driftwood Spars Bolster's Blood Porter,3.2,"St Agnes, Cornwall",På GBBF Winter 2020 i Birmingham. Delt med Rune. Ultramørkebrun / svart. Filmskum med farge. Aroma av krydder & lettrøstet malt. Smaken  nøtter & tørket frukt. Tørr avslutning med hint av nøtter & kirsebær.,Finn
350,Twisted Barrel Dark Night Rises,3.7,"Coventry, West Midlands","A nice english twist on the style. Maybe a touch of ginger, but it meshes well with the yeast driven flavors. GBBF Winter",bdleedahl
351,Vale Black Beauty,3.2,"Brill, Buckinghamshire","På GBBF Winter 2020 i Birmingham. Delt med Rune. Svart. Lysebrunt skumring. Aroma av kjeks & lettrøstet malt. Smaken kirsebær. Tørr, bæraktig avslutning.",Finn
352,J.W. Lees The Boilerhouse Brandy Snap Stout,2.8,"Middleton, Greater Manchester","Pint @ The Boathouse,Chester .Czarny kolor. Piana raczej nieśmiała,biała,kremowa,opadła szybko. W aromacie delikatne nuty brandy lecz dominują dziwne ziołowe akcenty. W smaku ponownie oprócz delikatnej kawy i czekolady nie ma zbyt wiele w ofercie. Można by powiedzieć że pije się DR. Peppera...jest ziołowo,taka cola na sterydach. Mało ciała,wodniste...raczej nie weszło.",MarcinG
353,ShinDigger Shingri-La,3.6,"Manchester, Greater Manchester","Cask @ Bear & Billet ,Chester. Mętne o złotym kolorze. Piana biała,zbita,opada dość szybko. W aromacie cytrusy,mix tropików i lekkie nuty żywicy. W smaku ponownie spora dawka cytrusów ale w słodkim wydaniu ,tropiki z ananasem na czele,morele,mango,,lekka teina. Średnia goryczka,średnie wysycenie. Weszło bardzo fajnie..",MarcinG
354,Glen Affric / Black Lodge Over The Water,3.5,"Birkenhead, Merseyside","Puszka. Złoty kolor. Piana średnia,biała,opada szybko do pierścienia. W aromacie tropiki,słodkie cytrusy, trochę chlebowych nut. W smaku ponownie słodkie akcenty mango i marakuji, mandarynki i czerwony grejpfrut, ciastka Średnia goryczka i lekko oleiste tekstura. Dość spora dawka alkoholu ,który w końcowej fazie ""niewinnie"" rozgrzewa. Porządne i bez zbędnych fajerwerków",MarcinG
355,Hawkshead Brodie's Prime,3.2,"Staveley, Cumbria","Slightly oxidized, but creamy and a good rounded body with the mild roast. GBBF Winter",bdleedahl
356,Mikkeller NYC Wishful Drinking,3.4,"Queens, New York","HAzy, brownish yellow colour with a frothy, light tan head. Fruity aroma, citrus, little piney hops. Light bitter taste, juicy, a bit of dank finish. Low medium body, medium carbonation, smooth mouhfeel.",minihame2
357,Nottingham Sooty Oatmeal Stout,3.3,"Nottingham, Nottinghamshire",På GBBF Winter 2020 i Birmingham. Delt med Rune. Svart. Luftig filmskum med litt farge. Aroma av røstet malt. Smaken lakris. Kakao i ettersmaken.,Finn
358,Mobberley 1924,3.2,"Mobberley, Cheshire","True to style, has the bitterness, which isn’t unpleasant, still slightly oxidized, but overall a good version of the style. GBBF winter",bdleedahl
359,Lawson's Finest Sip of Sunshine IPA,3.7,"Waitsfield, Vermont","Canned.  Didnt see the pour.  Strong tropical fruit up front, some biscuit and malt.  Hides the ABV well.",Maverick34
360,Indigenous Double Warp,3.2,"Chaddleworth, Berkshire","På GBBF Winter 2020 i Birmingham. Delt med Rune. Svart. Lysebrunt filmskum. Tydelig aroma av sjokolade & krydder. Smaken det samme., Melkesjokolade i ettersmaken. Tørr avslutning.",Finn
361,Hop River Darkest Midnight,3.9,"Fort Wayne, Indiana","Pours black with a small tan head. The aroma is of roast malt, coffee, and bourbon. The flavor has a pretty balanced bourbon taste that goes well with the roast malt, coffee, and chocolate. Full body. Very good.",patrick767
362,The Bruery Poterie,4.0,"Placentia, California","[Vintage - 2019]
Aroma: Rich dark fruits, dates, raisins, caramel and bourbon
Appearance: Amber brown with a small short-lasting head
Taste: Moderate sweet and bitter, caramel and dark dried fruits including dates, plums and raisins
Mouthfeel: Oily texture with soft carbonation
Overall: Impressive complex taste :)",IPAMaestro32
363,Hop River Green Hill Zone,3.5,"Fort Wayne, Indiana",This amber brew smells of toasted caramel malt. It has a pretty assertive flavor the style with the caramel joined by a good hops bite. It's still easy drinking and overall is an enjoyable brew.,patrick767
364,Burns Family Artisan Ales Genie^Logical V2 Apple and Sunflower,3.9,"Denver, Colorado","On tap at Burns Family poured a clear yellow with a lasting creamy white head. Aromas of straw, nuttiness, light apple and light yeast. Palate was light bodied and crisp with a dry tart finish. Flavors of straw, apples, light nuttiness and light citrus with a crisp dry tart lingering apple finish.",Ratman197
365,Anarchy Dark Apostle,3.1,"Newcastle upon Tyne , Tyne & Wear","50cl can from meny, valby.
primabeer.dk
pours dark brown with a small smooth soon disappearing light brown to brown head.
Mild malty aroma with some subtle notes resembling brown cakes. fairly complex spicy thing going on with the browncakes.
flavor is sort of like browncakes, also fainter roasted malts. ever so slightly flowery or citrussy too, could be hops.
a bit boring , i think a heavier load of roasted malts would improve on things. comes off as slighlty thin and somewhat boring. Of course, done this way, you get more of the notes from the wood, which is what is special about this beer in the first place.
reminds me of english low abv stout in general, so if you're into that, then this one is not bad at all.",Pinball
366,Adnams Old Ale,3.3,"Southwold, Suffolk","Underlying beer is nice and smooth and creamy, a bit of oxidation though. But the mild roast is nice. GBBF Winter",bdleedahl
367,Local Relic Carrot Cake Ale,3.7,"Colorado Springs, Colorado","Bottle poured a clear reddish amber with a lasting amber head. Aromas of caramel, carrots and nuttiness. Palate was light bodied and crisp with a dry finish. Flavors of caramel, nuttiness and carrots with a crisp dry lingering carrot cake finish.",Ratman197
368,Six Mile Bridge Double Dry Hopped Citra,3.6,"Maryland Heights, Missouri","On tap.  It poured a cloudy orange color with a white head.  The aroma was of citrus, hops and florals.  The taste was similar to the aroma with more citrus, hops, florals, pine, malts with medium carbonation and a nice bitter sweet aftertaste.  Good stuff.",jandd1983
369,Fixed Wheel Blackheath Stout,3.1,"Halesowen, West Midlands",På GBBF Winter 2020 i Birmingham. Delt med Rune. Svart. Lysebrunt luftig filmskum. Aroma av sjokolade. Smaken lakris & melkesjokolade. Tørr avslutning.,Finn
370,Wiley Roots Wooden Spoon & Whisk: Dark Chocolate Pecan Pie,3.6,"Greeley, Colorado","16 oz. can poured a clear dark reddish brown with a lingering ring of tan foam. Aromas of coffee, pecans, roasted malt and bitter chocolate. Palate was medium bodied and smooth with a dry finish. Flavors of dark chocolate, roasted malt and pecans with a smooth dry lingering chocolate pecan finish.",Ratman197
371,Cloudwater Beer + Art 2019,3.3,"Manchester, Greater Manchester","440ml can brewed in England at 3.5%. Near-opaque yellow. Small, swiftly-disappearing head. Faint bready tangerine aroma. Moderate- carbonation. Very light grapefruit notes and a hint of passion fruit.  Rather nondescript malt lurking. There could perhaps even be a splash of the alleged tangerine in there, but the most prominent flavour is a plain hop tartness. Possibly Simcoe? Somewhat puts me in mind of Cloudwater's Simcoe + Green Tea soda...I daren't say more. Not bad for the ABV, and even something of a grower,  but a bit light for my tastes. Still, that's what it's going for, so i can't really knock this. Would be great on a sunny day - which it is.",LagerGuide122
372,Tintagel Excalibur,3.3,"Tintagel, Cornwall",På GBBF Winter 2020 i Birmingham. Delt med Rune. Ultramørk amber /svart. Skumring med litt farge. Lett krydderaroma. Smaken sjokolade med litt krydder i bakgrunnen. Lett tørr avslutning.,Finn
373,Guinness Open Gate Over the Moon Milk Stout,3.3,"Halethorpe, Maryland","On tap.  It poured a black color with a tan head. The aroma was of  coffee, chocolate and malts. The taste was similar to the aroma with more coffee, chocolate, malts, some raisins with mild carbonation and a nice chewy aftertaste.  Not bad.",jandd1983
374,WeldWerks From Mosaic With Love,3.5,"Greeley, Colorado","16 oz. can poured a murky gold with a small lasting creamy white head. Aromas of straw, yeast, fruitiness, citrus and pine. Palate was light bodied and smooth with a dry finish. Flavors of straw, yeast, citrus, dankness and pine with a smooth dry bitter lingering dank finish.",Ratman197
375,Stephans Bräu Hefe-Weizen Naturtrüb,2.5," Neckarsulm, Baden-Württemberg","0,5 l
Los weizen.. slaba aroma, mutna boja, pjena brzo nestaje.. okus vodenast, slabo gaziran..",as1999
376,Hawkshead Brodies Prime Export,3.7,"Staveley, Cumbria","Listed as an Old Ale, drank from cask at GBBF Winter, creamy and clean, doesn’t have any old age off flavors, but is unique in its own right.",bdleedahl
377,Cumbrian Legendary Grasmoor Dark Ale,3.1,"Hawkshead, Cumbria","På GBBF Winter 2020 i Birmingham. Delt med Rune. Ultramørk amber / svart. Filmskum med litt farge. Aroma av røde plommer. Smaken balansert. Litt plommer. Litt sherry. Tør, nøtteaktig avslutning.",Finn
378,Banks's Salute Ale,3.1,"Wolverhampton, West Midlands","Cask at The Moon Under Water (JDW), Watford on 18/11/2007.  Quite a nice, malty and fruity beer with a ruby hue.",Beese
379,Greene King Abbot Reserve (Cask),2.3,"Bury St. Edmunds, Suffolk","Cask at The Coach & Horses, Rickmansworth on 12/11/2007.  Not quite as bad as expected, but goes to show how much things have changed.  People wouldn’t touch this beer at the time, due to its “crazy” strength.  Seems pretty tame now.  Not really sure whether this wasn’t just Abbot ale with some extra brewing sugar thrown in to up the alcohol content.",Beese
380,Thwaites Flying Shuttle (Cask),2.8,"Mellor Brook, Lancashire","Cask at The Moon Under Water (JDW), Watford on 11/11/2007.  Malty and slightly toasted note in the flavour.  Very Slight roasty finish.",Beese
381,Burning Soul Dark Mild,3.5,"Birmingham - Hockley, West Midlands","Relatively clean, nice smooth creamy body, light a great drinkability. Mild roast with a nice mouthfeel. GBBF Winter",bdleedahl
